barcode	stain_status	id	accessURI	institutionCode	catalogNumber	recordedBy	year	month	day	verbatimEventDate	country	stateProvince	county	locality	identifiedBy	scientificName
00931476	stained	http://n2t.net/ark:/65665/3be423e54-56e9-464e-b0c7-48bc225a17e3	http://n2t.net/ark:/65665/m3f5c135d0-4ecb-4cf5-92db-2969a0a3eaa6	US	94211	Mexican Boundary Survey, C. C. Parry, J. M. Bigelow, C. Wright & A. Schott				-- --- ----	United States	New Mexico		Chiefly in the Valley of the Río Grande, below Doñana.		Gomphrena caespitosa
00946217	stained	http://n2t.net/ark:/65665/37eff6d39-f016-4b6b-b18c-5be29c499196	http://n2t.net/ark:/65665/m39fbc9d83-24e8-4dc1-9585-fa0079402e91	US	73215	M. Bang	1890				Bolivia	La Paz		Yungas.		Clethra cuneata
00946226	stained	http://n2t.net/ark:/65665/3b4e9e03b-f88b-45d8-9ce3-1fc0dda9397d	http://n2t.net/ark:/65665/m36fae041e-d8d0-4bb8-b744-bbf80d3c7718	US	263310	Dr. King's collector	1884	5		-- May 1884	Malaysia	Perak		Larut. [Malay Peninsula]		Amoora ridleyi
00946255	stained	http://n2t.net/ark:/65665/338685309-1849-4baa-b30a-d6bdd3568f69	http://n2t.net/ark:/65665/m3ea9a31c7-c049-459b-8978-a498fae9fabe	US	78114	L. F. Ward	1875			-- --- 1875	United States	Utah		N.E. Utah.		Suaeda intermedia
00946684	stained	http://n2t.net/ark:/65665/31184ed64-0759-4136-a4dd-a67e8544abbd	http://n2t.net/ark:/65665/m3decc0b60-8543-4982-b4c9-693ccd8faa33	US	66102	C. Wright				[1800's but specimen labels without date]	Cuba				Godfrey, R. K.	Pluchea odorata
00950354	stained	http://n2t.net/ark:/65665/3a2105b55-dded-474f-a1a7-421974b1d3e5	http://n2t.net/ark:/65665/m3bd360a06-d5bf-4c9f-aca6-4ec4f2e710cd	US	96125	C. Wright				-- --- ----	Cuba				Strong, M. T., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Scirpus dictyospermus
00955574	stained	http://n2t.net/ark:/65665/32dcf3166-8fea-4c8b-899f-8ed1dc8f2f06	http://n2t.net/ark:/65665/m33b815100-ecb2-4657-a01e-713159d7316a	US	2083	C. G. Pringle	1887	9	26	26 Sep 1887	Mexico	Chihuahua		Gravelly bluffs of streams, base of Siera Madre.		Delphinium viride
00955589	stained	http://n2t.net/ark:/65665/343e096c5-73b0-454b-a9fe-b683a296dff6	http://n2t.net/ark:/65665/m3819c527a-6d3a-48c2-a70e-34fdd2bcacd1	US	16922	C. Wright	1851			-- --- 1851	United States	New Mexico		N. Mex. [=New Mexico or Northern Mexico?]		Ceanothus greggii
00955613	stained	http://n2t.net/ark:/65665/3328df4f4-bc93-4550-b331-b2d1913db087	http://n2t.net/ark:/65665/m3f40a7e87-cf54-449f-8c0a-e77c7c32e966	US	84456	C. J. Maximowicz	1861			-- --- 1861	Japan			Japonia. Hakodate.		Juniperus litoralis
00955682	stained	http://n2t.net/ark:/65665/3f1b58dbd-1736-4df4-9808-eb96dcd9d276	http://n2t.net/ark:/65665/m3da61051f-c93f-4c20-a211-1c16ffd17b7f	US	771200	J. H. Mellichamp	1893	8		-- Aug 1893	United States	South Carolina	Beaufort	Pinebarrens. Bluffton SC		Asclepias pedicellata
00955778	stained	http://n2t.net/ark:/65665/315409cf8-a1e5-4834-8490-0cbf88231b58	http://n2t.net/ark:/65665/m3259c8c4a-5394-4f43-89f6-7096955dd0aa	US	61012	C. Wright				-- --- ----	Cuba					Rhynchospora penniseta
00955872	stained	http://n2t.net/ark:/65665/33a53acad-fd84-43b6-803d-8cd4157cd32c	http://n2t.net/ark:/65665/m34f12d8e3-69ba-4aab-ac83-3379dba7927c	US	96564	A. Fendler	1850	2	8	08 Feb 1850 to 17 Feb 1850	Panama			Chagres, Isthmus of Panama.		Casearia myriantha
00956055	stained	http://n2t.net/ark:/65665/3862d550a-7103-4ad3-a652-ec5cebae7565	http://n2t.net/ark:/65665/m36a8ea9e2-b818-422f-8cdc-4ace65ee9104	US	97181	M. Bang	1890			-- --- 1890	Bolivia	La Paz		Vic. La Paz.		Cestrum rigidum
00956085	stained	http://n2t.net/ark:/65665/315c1c1b2-022b-45c4-ab99-280e024e89f6	http://n2t.net/ark:/65665/m312ebaf97-d426-48bc-bcc7-eca0171ae542	US	97195	F. J. Lindheimer	1846			-- --- 1846	United States	Texas	Comal	"[Protologue, ""Im Cedernwald bei Neubranfels auf felsigem Boden. August.""]"		Metastelma barbigerum
00956098	stained	http://n2t.net/ark:/65665/31e5fb3d8-726a-47f3-9056-3ea73f586c02	http://n2t.net/ark:/65665/m3e1ee7103-dfc5-471b-b3c2-ea1d5c4b6619	US	206968	H. H. Rusby	1885			-- --- 1885	Bolivia			Near Yungas.	Peters, J.	Cottendorfia rusbyi
00956215	stained	http://n2t.net/ark:/65665/31b89635e-42b3-4db3-81b2-c51642c047e6	http://n2t.net/ark:/65665/m3315114e9-88d1-4839-ae3d-bb1ae124c5a5	US	14120	C. Wright	1849	5		-- May 1849 to -- Oct 1849	United States	Texas		"Collected in Expedition from Western Texas to El Paso, New Mexico [label]; ""Mountains east of El Paso, Aug."" [protologue]."	Anderson, W. R., (MICH), University of Michigan	Janusia gracilis
00956260	stained	http://n2t.net/ark:/65665/338a74916-a78b-4319-b245-596872950de9	http://n2t.net/ark:/65665/m3b44c9767-254c-4fea-8e47-c2fbb52ca9ea	US	97220	C. Wright				-- --- ----	Cuba				Graham, S. A. T.	Cuphea pseudomelanium
00956261	stained	http://n2t.net/ark:/65665/3922a8584-8fe3-459d-af20-27117c7e3e85	http://n2t.net/ark:/65665/m379b966ab-149b-4978-a068-4312b932c5c0	US	73885	C. J. Maximowicz	1862			-- --- 1862	Japan			Japonia. Yokohama.		Liquidambar acerifolia
00956272	stained	http://n2t.net/ark:/65665/3fa41257d-e2ac-4337-a65b-91116e350f3f	http://n2t.net/ark:/65665/m376856deb-7282-45da-8a8b-eaaa47b93842	US	1111497	S. Tschonoski	1865			-- --- 1865	Japan			Japonia. Nippon. Prov. Nambu.		Ribes japonicum
00956273	stained	http://n2t.net/ark:/65665/3fbfbe3e3-889e-4691-899b-1570f788db1b	http://n2t.net/ark:/65665/m309447795-62db-4ce8-a7fe-9b30a1cabfed	US	3172	G. C. Nealley	1891	5		-- May 1891	United States	Texas		San Diego, Texas.	Ownbey, G. B.	Argemone platyceras var. rosea
00956288	stained	http://n2t.net/ark:/65665/36af445c8-b07f-49e7-975b-076ea88aecf7	http://n2t.net/ark:/65665/m392201c70-6edb-4f79-94ac-2872631a4af2	US	4312	S. Watson	1869	6		-- Jun 1869	United States	Utah		N. Utah, Stansbury Is.		Arabis longirostris
00956304	stained	http://n2t.net/ark:/65665/34c23373c-d6e7-4402-9f5f-8637476a353f	http://n2t.net/ark:/65665/m37ed70312-3eff-407e-b220-16c5462af200	US	97312	S. Watson	1869	8		-- Aug 1869	United States	Utah		Bear River Cañon.		Polygonum douglasii
00956305	stained	http://n2t.net/ark:/65665/36922490d-e91d-4237-8c11-1edd80c691aa	http://n2t.net/ark:/65665/m30d78aed4-f6f7-4c0e-ab5b-f524d3290675	US	97313	S. Watson	1868	9		-- Sep 1868	United States	Nevada		Ruby Valley.		Polygonum douglasii
00956371	stained	http://n2t.net/ark:/65665/31de99133-df0e-447d-aead-e9780e570d32	http://n2t.net/ark:/65665/m3e1c05930-42fd-4fbc-affc-8ea3d483b02e	US	136892	Herb. Boissier	1837	5		-- May 1837	Spain			Ad colles Marbella et Estepona.		Genista lanuginosa
00956373	stained	http://n2t.net/ark:/65665/3ffe8d212-995d-4494-be85-096fe5fcf353	http://n2t.net/ark:/65665/m31134cb74-165d-42fe-9a94-dcc01c77a251	US	136903	P. E. Boissier	1842			-- --- 1842	Turkey			Tmolus, Asiae min.		Genista lydia
00956374	stained	http://n2t.net/ark:/65665/392494d06-5498-47f5-b88d-d217dec9a921	http://n2t.net/ark:/65665/m38786332e-3c9c-4a66-b4bf-53de080f8855	US	136863	E. Bourgeau	1856			-- --- 1856	Algeria					Genista capitellata
00956375	stained	http://n2t.net/ark:/65665/3b4346ed6-7088-414d-be55-15948e21b7f5	http://n2t.net/ark:/65665/m3ce6de8ca-b971-4717-9f72-4721c1e9a987	US	136890	Herb. Boissier	1837	5		-- May 1837	Spain			"In montibus calidis prov. Malacit [protologue, ""Hab. In montanis calidis inter Monda et Ojen et prope Estepona provinciae Malacensis""]"		Genista haenseleri
00956379	stained	http://n2t.net/ark:/65665/37d04e958-fb27-4408-90a7-e134f959217d	http://n2t.net/ark:/65665/m3a86d0855-f58d-402c-8843-a3ad7d747edd	US	46345	A. Fendler	1850	1		-- Jan 1850	Panama			Chagres, Isthmus of Panama.	Bohs, L. A.	Solanum hayesii
00956380	stained	http://n2t.net/ark:/65665/33762d411-4d4a-4d51-a633-e6cccf2c31f1	http://n2t.net/ark:/65665/m358e178ab-c10e-4f91-88fa-ab890187919b	US	247840	P. E. Boissier	1846	7		-- Jul 1846	Syria			"Syria prope Rascheya. [Protologue, ""Hab. in collibus circa Rascheya Antilibani ubi flor. Maio et circa Eden Libani ubi fructiferam Julio legi.""]"		Prangos asperula
00956409	stained	http://n2t.net/ark:/65665/38bf9b54b-a979-43d5-9791-dea32047287c	http://n2t.net/ark:/65665/m36e765010-d076-4c55-b0db-6bf9bc970d63	US	62268	Wilkes Explor. Exped.	1838			-- --- 1838 to -- --- 1842	Fiji					Timonius sapotifolius
00956410	stained	http://n2t.net/ark:/65665/3875a8d82-1839-445a-9e14-4f24e911ed08	http://n2t.net/ark:/65665/m3cedc0c5d-be7c-4b77-a9b3-a0126dd57380	US	62264	Wilkes Explor. Exped.	1838			-- --- 1838 to -- --- 1842	Fiji					Timonius affinis
00956427	stained	http://n2t.net/ark:/65665/31bf2229e-af3a-4cf1-a8d1-cafd721dc0ba	http://n2t.net/ark:/65665/m3fba0ad98-35e5-4dec-bfb2-e8acfebe59cb	US	130363	B. Balansa	1855	6	21	21 Jun 1855	Turkey			Taurus, Cilicia.		Haplophyllum cilicicum
00956430	stained	http://n2t.net/ark:/65665/3991b29d8-6925-4f39-bc0d-f3857e919d51	http://n2t.net/ark:/65665/m37cfad0d2-dfc8-4f4a-9a27-b78404a860a0	US	137834	T. H. von Heldreich	1845	5		-- May 1845	Turkey			In pinetis montium Climax, Solyma Lycia.		Colutea melanocalyx
00956432	stained	http://n2t.net/ark:/65665/338e6ee09-4f4c-4448-9764-e9b92da14b96	http://n2t.net/ark:/65665/m33ac8748a-717a-4e08-a205-ac19a72df3da	US	137833	E. Bourgeau	1870	5		-- May 1870 to -- Jun 1870	Greece	Dodecanese		Rochers à Filierimo et à Salakos.		Colutea insularis
00956479	stained	http://n2t.net/ark:/65665/3504de8fa-b9a0-4282-ac33-00702cd91fd0	http://n2t.net/ark:/65665/m396528581-56be-4777-883d-0d5f194979a7	US	12536	C. Wright	1852			-- --- 1852	United States	New Mexico				Sphaeralcea incana var. oblongifolia
00957466	stained	http://n2t.net/ark:/65665/382976579-d347-4c8d-9188-635627a9a18a	http://n2t.net/ark:/65665/m350fea25f-950d-43d2-b0e0-41a8ca785e7c	US	61016	C. Wright				-- --- ----	Cuba				Strong, M. T., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Rhynchospora distans var. microcarpa
00958115	stained	http://n2t.net/ark:/65665/3cc15a168-7035-4852-85bf-bb37616170ad	http://n2t.net/ark:/65665/m3c06b14c6-d0a6-4888-b13f-6758cb9edd30	US	8213	C. Wright	1865	9		-- Sep 1865	Cuba	Pinar del Rio		Pinar del Rio		Polygala cubensis
00958312	stained	http://n2t.net/ark:/65665/3f6860da7-9c5d-4aae-8664-11fa82103669	http://n2t.net/ark:/65665/m35ffc0bfb-bb2e-441e-953f-3e4aabe8c534	US	62047	C. Wright	1860			-- --- 1860 to -- --- 1864	Cuba			Monte Verde.	Hoffmann, P.	Savia erythroxyloides
00958940	stained	http://n2t.net/ark:/65665/3956fc04f-3af1-4309-855e-5bb37c20a6cc	http://n2t.net/ark:/65665/m3f89d2ec2-44ca-4e2e-b84e-df592ef23892	US	46418	C. Wright					Cuba					Xyris ekmanii
00959024	stained	http://n2t.net/ark:/65665/36d417c24-a769-4045-aac3-837d5f19ef18	http://n2t.net/ark:/65665/m3557f3d1c-0fcf-471d-9a04-375d8a66acb8	US	46422	C. Wright				-- --- ----	Cuba					Eriocaulon melanocephalum var. longipes
00960538	stained	http://n2t.net/ark:/65665/3d5d2dff2-8dc8-4b95-abb1-16293187bd01	http://n2t.net/ark:/65665/m332a85a52-c240-4101-9618-71cbfbba7793	US	96512	Wilkes Explor. Exped.	1838				United States	California		around San Francisco		Croton californicus
00960539	stained	http://n2t.net/ark:/65665/3e05f2c2c-a655-404f-bedd-75854c767683	http://n2t.net/ark:/65665/m3f096f07b-e72f-42ec-9f8c-f5666faf88e0	US	16188	Wilkes Explor. Exped.	1838				United States	California				Euphorbia serpillifolia
00960547	stained	http://n2t.net/ark:/65665/3226c8021-1f61-4078-85f0-f2b083a4950e	http://n2t.net/ark:/65665/m3bfd15961-7872-4b09-9da8-502e5ce417e7	US	12589	Wilkes Explor. Exped.	1838				United States	Washington		Walla Walla		Sphaeralcea munroana
00960548	stained	http://n2t.net/ark:/65665/3898951fd-9888-4c23-84ce-5645e3708c03	http://n2t.net/ark:/65665/m3c1d5e8b0-5563-4630-ba4b-97e5c79a1a98	US	12498	Wilkes Explor. Exped.	1838				United States	Washington		Upper Columbia		Iliamna rivularis
00960549	stained	http://n2t.net/ark:/65665/344a1e9f7-fc5c-47ec-ab3e-394b8c51b42e	http://n2t.net/ark:/65665/m3a7404989-4509-4d25-a316-4406f43ee33c	US	12149	Wilkes Explor. Exped.	1838				United States	California	Sacramento	Sacramento Valley		Malvella leprosa
00960562	stained	http://n2t.net/ark:/65665/3aa8bcf6b-564b-41d3-b28a-8b993656ee34	http://n2t.net/ark:/65665/m38da139ef-7dcc-400e-b4d7-382bae43c0e2	US	12762	Wilkes Explor. Exped.	1838				United States	California		Sacramento River		Hibiscus californicus
00960692	stained	http://n2t.net/ark:/65665/39e8745db-26c2-4819-a706-770056c8ed75	http://n2t.net/ark:/65665/m38bfd5417-c420-43bd-b604-79f3cef15a05	US	19646	Wilkes Explor. Exped.	1838				United States	Oregon		Banks of the Clear Water (Kooskoosky)		Euphorbia dictyosperma
00960714	stained	http://n2t.net/ark:/65665/313b37faf-9c7d-4ee8-b836-60558aed84a9	http://n2t.net/ark:/65665/m32c5401b1-173d-46b5-b195-ea18356a944b	US	727375	Wilkes Explor. Exped.	1838				Singapore					Imperata conferta
00960729	stained	http://n2t.net/ark:/65665/371d5cdd0-14e9-45ec-9baa-64b3d2138459	http://n2t.net/ark:/65665/m3732cf9ee-fc16-454f-8b28-c63cf0a959ac	US	843585	Wilkes Explor. Exped.	1838				United States				Poaceae Reorganization Project	Gastridium ventricosum
00960760	stained	http://n2t.net/ark:/65665/328ee64a1-0166-47a9-9402-2d34b0f0e921	http://n2t.net/ark:/65665/m38e2d1f39-fe92-42c8-8ffc-e57e2c8f8c36	US	17703	Wilkes Explor. Exped.	1838				Philippines	Luzon		Banos		Guioa sp.
00960769	stained	http://n2t.net/ark:/65665/348b5d4f3-8aef-4ddd-bce5-6228f89adb1a	http://n2t.net/ark:/65665/m32a18f914-13be-4acc-a51e-01b2d574aff5	US	997036	Wilkes Explor. Exped.	1838				Unknown					Alopecurus geniculatus
00960770	stained	http://n2t.net/ark:/65665/3e46cc775-308f-42da-b4e4-e18527380864	http://n2t.net/ark:/65665/m33824b945-2b45-48f9-ace2-d6c148a00bb5	US	1007559	Wilkes Explor. Exped.	1838				United States					Bromus marginatus
00960776	stained	http://n2t.net/ark:/65665/356ec74fe-a29d-4626-bda4-9e5461eecebe	http://n2t.net/ark:/65665/m324fe178a-0f0b-4893-8d49-9ac5f5a7752c	US	914713	Wilkes Explor. Exped.	1838				United States			Oregon and California		Poa confinis
00960779	stained	http://n2t.net/ark:/65665/3ca7ceacd-20bd-41a4-8cd2-7698cf1caff0	http://n2t.net/ark:/65665/m38b9b23e6-07cd-4f8a-b96d-56ee3c3727c8	US	953730	Wilkes Explor. Exped.	1838				United States	California		California	Poaceae Reorganization Project	Panicum rigidulum var. rigidulum
00960782	stained	http://n2t.net/ark:/65665/33b78f836-d1d7-482f-84ea-c4e16a1ef9fc	http://n2t.net/ark:/65665/m3f722973e-fb90-4b0b-93e9-8689ad03ee90	US	869204	Wilkes Explor. Exped.	1838				United States	Oregon				Koeleria cristata
00960783	stained	http://n2t.net/ark:/65665/37557a960-4058-46ae-b778-1cc03fc870a2	http://n2t.net/ark:/65665/m31a8fa1a8-279f-47eb-8d6f-8a5d5bf03293	US	990225	Wilkes Explor. Exped.	1838				United States				Poaceae Reorganization Project	Anthoxanthum nitens
00960784	stained	http://n2t.net/ark:/65665/3ed259c92-5a13-444e-8cc6-e14123d82ed2	http://n2t.net/ark:/65665/m394e9b99a-699e-4d69-8090-fda8713c063d	US	1006138	Wilkes Explor. Exped.	1838				United States	Oregon			Poaceae Reorganization Project	Festuca idahoensis
00960786	stained	http://n2t.net/ark:/65665/30bc80c3d-1bbc-4846-ad73-5022df1e4158	http://n2t.net/ark:/65665/m3b3afe6b6-fb09-48a5-ad85-ad67595c391b	US	1020976	Wilkes Explor. Exped.	1838				United States	Oregon				Elymus elymoides
00960788	stained	http://n2t.net/ark:/65665/32176e93a-3bf3-4114-b9e6-ed513a262d39	http://n2t.net/ark:/65665/m340aa534f-0c35-4b0f-adb0-a277f7624f70	US	976644	Wilkes Explor. Exped.	1838				United States					Echinochloa muricata
00960789	stained	http://n2t.net/ark:/65665/34b3be06a-0763-4acd-9f4c-3125fa65cfaf	http://n2t.net/ark:/65665/m3e4d10431-e37f-4b8e-ae9a-669f24956703	US	884452	Wilkes Explor. Exped.	1838				United States	Washington		Marginally to Washington territory?		Deschampsia elongata
00960791	stained	http://n2t.net/ark:/65665/30f39b516-ea27-4c6c-a0d3-684c881903fb	http://n2t.net/ark:/65665/m3a9a2c4e4-f22d-4b44-8edb-27967409f967	US	878045	Wilkes Explor. Exped.	1838				United States					Danthonia unispicata
00960793	stained	http://n2t.net/ark:/65665/3dfe704e0-dbbe-4dbb-accb-1b59e0611de7	http://n2t.net/ark:/65665/m35abae249-4f3b-4613-a8d7-6e75455a25a7	US	87009	Wilkes Explor. Exped.	1838				Chile	Valparaíso (V)		Valparaiso, Chili		Aextoxicon punctatum
00960853	stained	http://n2t.net/ark:/65665/3f67c2278-62f8-4168-8ca5-cc76716624eb	http://n2t.net/ark:/65665/m321443422-0257-4c67-97ff-1298394d7f07	US	57545	Wilkes Explor. Exped.	1838				New Zealand					Hymenophyllum tunbrigense
00965684	stained	http://n2t.net/ark:/65665/38096314c-65b3-4fcb-a178-1fcdf4e101c4	http://n2t.net/ark:/65665/m34297b1b8-3635-4e46-9276-2a4f7cdb3e4c	US	61019	C. Wright				-- --- ----	Cuba					Rhynchospora leptorhyncha
00984428	stained	http://n2t.net/ark:/65665/374d68d01-0715-49ed-b47e-b4f021dd7c5e	http://n2t.net/ark:/65665/m39b1bf2fb-3c35-47fd-94f0-6f5b0025209e	US	81312	C. Wright	1865			-- --- 1865	Cuba					Euphorbia helenae
00988216	stained	http://n2t.net/ark:/65665/39f779bff-e895-47ac-b418-17d5633216df	http://n2t.net/ark:/65665/m37a507482-da41-436f-a7b7-8d4aa6d73c31	US	44772	J. S. Newberry	1858	1	14	14 Jan 1858	United States	Arizona		Common in upper Colorado River. Colorado River Eploring Expedition under Lieut. J. C. Ives, 1857-1858.		Hyptis emoryi
00990638	stained	http://n2t.net/ark:/65665/326a08ca9-4420-4dae-819d-4a2095296fb7	http://n2t.net/ark:/65665/m325531070-20dc-4a70-9d64-100bb5897172	US	10267	Wilkes Explor. Exped.	1838				St. Helena Islands					Spergula arvensis
00990639	stained	http://n2t.net/ark:/65665/32d95fb4d-34db-4468-90b6-f8039ce768dc	http://n2t.net/ark:/65665/m3a985fe55-1e0a-4e59-8b09-a34c5023a774	US	10266	Wilkes Explor. Exped.	1838				Australia	New South Wales				Spergula arvensis
00990838	stained	http://n2t.net/ark:/65665/34175115c-a2f1-45d7-b3bf-b45c7550496f	http://n2t.net/ark:/65665/m30fba9cd0-8ea7-41b5-b16c-9ad9ccf3c13f	US	12857	Wilkes Explor. Exped.	1838				French Polynesia					Talipariti hastatum
00990840	stained	http://n2t.net/ark:/65665/3c67ee45c-eba9-43a7-a930-dd481b603f64	http://n2t.net/ark:/65665/m34f67b660-a6d2-4721-9fd4-887c0fa11d05	US	12023	Wilkes Explor. Exped.	1838				Peru			Obrajillo		Tarasa operculata
00990841	stained	http://n2t.net/ark:/65665/3634d93a5-9626-4588-bc78-798b722efddd	http://n2t.net/ark:/65665/m31a3eab4a-e234-4c72-bba9-a8b739271977	US	12025	Wilkes Explor. Exped.	1838				Peru			Obrajilo		Fuertesimalva peruviana
00990842	stained	http://n2t.net/ark:/65665/384ffe79b-6012-49d4-8cd2-58e8962e1006	http://n2t.net/ark:/65665/m33e5859e6-e153-41f7-8574-118c9a865dc6	US	12024	Wilkes Explor. Exped.	1838				Peru			Obrajilo		Fuertesimalva peruviana
00990843	stained	http://n2t.net/ark:/65665/32cfa17fc-1eb1-476c-a1ca-8440ab62e3b0	http://n2t.net/ark:/65665/m35ef53c27-dc87-4ebd-b6f8-f71cc03db4b5	US	16258	Wilkes Explor. Exped.	1838				Unknown					Grewia sp.
00990845	stained	http://n2t.net/ark:/65665/3429923ee-1fc4-4888-b354-4a8d15f4d638	http://n2t.net/ark:/65665/m3a25e501e-576b-4550-8d59-e4c6ec189db8	US	13355	Wilkes Explor. Exped.	1838				Cape Verde Islands			Cape d. . .?		Corchorus trilocularis
00990847	stained	http://n2t.net/ark:/65665/336fe5b89-b2dd-498f-8964-10a80ac5abb2	http://n2t.net/ark:/65665/m394e5d53a-7128-4498-8af0-0224ae66e0ba	US	13356	Wilkes Explor. Exped.	1838				Cape Verde Islands					Corchorus tridens
00990941	stained	http://n2t.net/ark:/65665/30beecac8-6589-4fe2-8839-70410aef78b4	http://n2t.net/ark:/65665/m35743c4e4-2684-4cb4-b86b-a3da21e1bbc0	US	90818	Wilkes Explor. Exped.	1838				French Polynesia					Phyllanthus virgatus
00991048	stained	http://n2t.net/ark:/65665/35d1c0642-c3cf-4db7-872e-b630cbc894b8	http://n2t.net/ark:/65665/m377181f39-fc55-4b7f-a433-dd1d22c071c5	US	40434	Wilkes Explor. Exped.	1838				Chile	Valparaíso (V)				Euphorbia klotzschii
00991204	stained	http://n2t.net/ark:/65665/319174416-b8e8-47a0-a231-ed0b4d6a37c8	http://n2t.net/ark:/65665/m35044cdca-9da4-43f3-b2dd-b904a2dba422	US	25982	Wilkes Explor. Exped.	1838				United States			Oregon and Washington Territory		Equisetum x ferrissii
00991223	stained	http://n2t.net/ark:/65665/329484311-dabf-4c8a-848e-330688a0a037	http://n2t.net/ark:/65665/m3178d5546-982b-4f04-9d50-d7a3e4cf12a9	US	999329	Wilkes Explor. Exped.	1838				Unknown					Polypogon fugax
00991233	stained	http://n2t.net/ark:/65665/39d63f7e4-0546-4521-983c-2f03e778321b	http://n2t.net/ark:/65665/m37c75d3ce-72c4-4bad-976d-856128ced476	US	908143	Wilkes Explor. Exped.	1838				Unknown					Phragmites australis
00991236	stained	http://n2t.net/ark:/65665/3c11a88a9-2d2b-4c3c-b678-4c9abceb70f3	http://n2t.net/ark:/65665/m3e40d7349-bf63-49a2-a191-e9100a0dec80	US	996449	Wilkes Explor. Exped.	1838				Unknown (Pacific)					Phleum alpinum
00991444	stained	http://n2t.net/ark:/65665/35e196a85-979e-4907-b7e0-d59fb12ee0a0	http://n2t.net/ark:/65665/m3dd1479a3-c505-4544-90ed-d15646977c26	US	991029	Wilkes Explor. Exped.	1838				United States	Oregon				Aristida purpurea
00991446	stained	http://n2t.net/ark:/65665/35e8c20fd-223e-45d7-b4ca-5fc6356f3be1	http://n2t.net/ark:/65665/m3852144ab-1889-4795-8eca-eeb67f65c800	US	98633	Wilkes Explor. Exped.	1838				Fiji			Manna		Homalanthus populifolius
00991468	stained	http://n2t.net/ark:/65665/363ce148f-b968-40a6-ab21-29c2afc7c348	http://n2t.net/ark:/65665/m3e1be7a43-749f-4139-8486-1eb2b9902d77	US	929517	Wilkes Explor. Exped.	1838				Peru					Paspalum distichum
00991470	stained	http://n2t.net/ark:/65665/35cc83202-1820-4d03-b905-f5bb7412b26d	http://n2t.net/ark:/65665/m39508f9e0-825f-4e28-a8dc-83de4bbf2a68	US	947856	Wilkes Explor. Exped.	1838				United States	Washington		Walla Walla	Poaceae Reorganization Project	Torreyochloa pallida
00991478	stained	http://n2t.net/ark:/65665/337369561-df7a-4a7c-8892-ed7ad5124fbd	http://n2t.net/ark:/65665/m320a35be7-1fb0-47cf-bd6a-a4754a8cc409	US	13037	Wilkes Explor. Exped.	1838				Unknown (Asia)					Pterospermum diversifolium
00991490	stained	http://n2t.net/ark:/65665/3b6cac01d-014b-4ad8-b5de-90d64c3b473d	http://n2t.net/ark:/65665/m395198231-a760-4712-96ac-01b114979545	US	98637	Wilkes Explor. Exped.	1838				Fiji					Cleidion leptostachyum
00996972	stained	http://n2t.net/ark:/65665/3d888998c-4e93-41e5-8bb8-9209ac8237ed	http://n2t.net/ark:/65665/m3ecfc4b7c-2e16-4af4-854b-a509e97b245d	US	4471	S. Watson	1868	9		-- Sep 1868	United States	Nevada		Clover Mountains.		Cardamine lyallii
